Sample,Sample<->Dispatcher-,Dispatcher-,Dispatcher-<->Extractor,Extractor,Extractor<->Collect-,Collect-,Collect-<->Lookup,Lookup,Lookup<->Stat,Stat,Total
0.071109,0.002073,0.000001,0.002622,0.269952,0.001897,0.000001,0.001308,0.014394,0.001978,0.000000,0.365334
0.062937,0.002421,0.000001,0.002285,0.220298,0.001836,0.000000,0.001058,0.014141,0.001282,0.000001,0.306261
0.091566,0.002269,0.000001,0.002502,0.224074,0.002197,0.000001,0.001264,0.014498,0.001460,0.000001,0.339832
0.085224,0.002106,0.000001,0.002720,0.260586,0.001718,0.000000,0.001334,0.014162,0.001201,0.000001,0.369053
0.061808,0.001833,0.000001,0.002406,0.224816,0.001970,0.000000,0.001070,0.014225,0.001157,0.000001,0.309286
0.063060,0.005879,0.000000,0.002566,0.279497,0.001955,0.000000,0.001061,0.014211,0.001237,0.000001,0.369467
0.080947,0.002520,0.000001,0.002466,0.282095,0.002190,0.000001,0.001646,0.014277,0.001159,0.000001,0.387303
0.072438,0.001964,0.000001,0.002417,0.280359,0.002236,0.000000,0.001877,0.014520,0.001751,0.000001,0.377565
0.072684,0.003346,0.000001,0.002344,0.214868,0.001581,0.000001,0.001843,0.014441,0.002392,0.000002,0.313502
0.070071,0.002046,0.000001,0.002388,0.204040,0.001581,0.000000,0.001677,0.013856,0.001213,0.000001,0.296874
0.068417,0.001995,0.000001,0.002396,0.276015,0.001594,0.000000,0.000999,0.014442,0.001093,0.000001,0.366954
0.069146,0.001998,0.000001,0.002287,0.211451,0.005556,0.000000,0.001041,0.014514,0.001146,0.000001,0.307141
0.074849,0.012944,0.000000,0.002412,0.239066,0.001825,0.000001,0.000978,0.014086,0.001073,0.000001,0.347235
0.073445,0.001772,0.000001,0.002434,0.237590,0.001873,0.000000,0.001019,0.014413,0.001673,0.000001,0.334220
0.077127,0.020271,0.000000,0.002300,0.204318,0.001946,0.000000,0.001477,0.014179,0.001152,0.000001,0.322773
0.069063,0.036781,0.000001,0.002354,0.249745,0.002064,0.000001,0.001267,0.014290,0.001197,0.000001,0.376763
0.091687,0.001955,0.000001,0.002169,0.251356,0.001932,0.000001,0.001091,0.014375,0.001204,0.000001,0.365771
0.082225,0.002092,0.000001,0.002555,0.233132,0.001840,0.000000,0.001014,0.014132,0.001166,0.000001,0.338157
0.064048,0.001918,0.000000,0.002965,0.219907,0.001957,0.000001,0.001127,0.014354,0.001219,0.000001,0.307497
0.063381,0.001992,0.000001,0.002391,0.226920,0.001877,0.000000,0.001472,0.014281,0.001173,0.000001,0.313489
